0, 0, 0, 0, 0
0, 1, -1, 0, 1
1, 0, 1, 0, -1
0, 2, 0, -1, 1
1, 1, 2, -1, -1
2, 0, 0, 1, -1
0, 3, 0, 0, 0
1, 2, 2, 0, -2
2, 1, 0, 2, -2
3, 0, 0, 0, 0
0, 4, -1, 0, 1
1, 3, 1, 0, -1
2, 2, -1, 2, -1
3, 1, -1, 0, 1
4, 0, 1, 0, -1
0, 5, 0, -1, 1
1, 4, 2, -1, -1
2, 3, 0, 1, -1
3, 2, 0, -1, 1
4, 1, -2, 1, 1
5, 0, 0, 1, -1
0, 6, 0, 0, 0
1, 5, 2, 0, -2
2, 4, 0, 2, -2
3, 3, 0, 0, 0
4, 2, -2, 2, 0
5, 1, -2, 0, 2
6, 0, 0, 0, 0
0, 7, -1, 0, 1
1, 6, 1, 0, -1
2, 5, -1, 2, -1
3, 4, -1, 0, 1
4, 3, -3, 2, 1
5, 2, -1, 2, -1
6, 1, -1, 0, 1
7, 0, 1, 0, -1
0, 8, 0, -1, 1
1, 7, -2, 1, 1
2, 6, 0, 1, -1
3, 5, 0, -1, 1
4, 4, -2, 1, 1
5, 3, 0, 1, -1
6, 2, 0, -1, 1
7, 1, 2, -1, -1
8, 0, 0, 1, -1
0, 9, 0, 0, 0
1, 8, -2, 2, 0
2, 7, 0, 2, -2
3, 6, 0, 0, 0
4, 5, -2, 2, 0
5, 4, -2, 0, 2
6, 3, 0, 0, 0
7, 2, 2, 0, -2
8, 1, 2, -2, 0
9, 0, 0, 0, 0
0, 10, -1, 0, 1
1, 9, 1, 0, -1
2, 8, -1, 2, -1
3, 7, -1, 0, 1
4, 6, 1, 0, -1
5, 5, -1, 2, -1
6, 4, -1, 0, 1
7, 3, 1, 0, -1
8, 2, 3, 0, -3
9, 1, 3, -2, -1
10, 0, 1, 0, -1
0, 11, 0, -1, 1
1, 10, -2, 1, 1
2, 9, 0, 1, -1
3, 8, 0, -1, 1
4, 7, -2, 1, 1
5, 6, 0, 1, -1
6, 5, 0, -1, 1
7, 4, 2, -1, -1
8, 3, 0, 1, -1
9, 2, 2, 1, -3
10, 1, 2, -1, -1
11, 0, 0, 1, -1
0, 12, 0, 0, 0
1, 11, 0, -2, 2
2, 10, -2, 0, 2
3, 9, 0, 0, 0
4, 8, 0, -2, 2
5, 7, -2, 0, 2
6, 6, 0, 0, 0
7, 5, 2, 0, -2
8, 4, 0, 2, -2
9, 3, 0, 0, 0
10, 2, 2, 0, -2
11, 1, 2, -2, 0
12, 0, 0, 0, 0
0, 13, -1, 0, 1
1, 12, 1, 0, -1
2, 11, 1, -2, 1
3, 10, -1, 0, 1
4, 9, -1, -2, 3
5, 8, 1, -2, 1
6, 7, -1, 0, 1
7, 6, 1, 0, -1
8, 5, 3, 0, -3
9, 4, 1, 2, -3
10, 3, 1, 0, -1
11, 2, 1, -2, 1
12, 1, 3, -2, -1
13, 0, 1, 0, -1
0, 14, 0, -1, 1
1, 13, 2, -1, -1
2, 12, 2, -3, 1
3, 11, 0, -1, 1
4, 10, 0, -3, 3
5, 9, 2, -3, 1
6, 8, 0, -1, 1
7, 7, 2, -1, -1
8, 6, 0, 1, -1
9, 5, 2, 1, -3
10, 4, 2, -1, -1
11, 3, 0, 1, -1
12, 2, 0, -1, 1
13, 1, 2, -1, -1
14, 0, 0, 1, -1
0, 15, 0, 0, 0
1, 14, 0, -2, 2
2, 13, 2, -2, 0
3, 12, 0, 0, 0
4, 11, 0, -2, 2
5, 10, 2, -2, 0
6, 9, 0, 0, 0
7, 8, 0, -2, 2
8, 7, 2, -2, 0
9, 6, 0, 0, 0
10, 5, 2, 0, -2
11, 4, 0, 2, -2
12, 3, 0, 0, 0
13, 2, 2, 0, -2
14, 1, 2, -2, 0
15, 0, 0, 0, 0
0, 16, -1, 0, 1
1, 15, 1, 0, -1
2, 14, 1, -2, 1
3, 13, -1, 0, 1
4, 12, 1, 0, -1
5, 11, 1, -2, 1
6, 10, -1, 0, 1
7, 9, -1, -2, 3
8, 8, 1, -2, 1
9, 7, -1, 0, 1
10, 6, 1, 0, -1
11, 5, -1, 2, -1
12, 4, -1, 0, 1
13, 3, 1, 0, -1
14, 2, 1, -2, 1
15, 1, -1, 0, 1
16, 0, 1, 0, -1
0, 17, 0, -1, 1
1, 16, 2, -1, -1
2, 15, 2, -3, 1
3, 14, 0, -1, 1
4, 13, -2, 1, 1
5, 12, 0, 1, -1
6, 11, 0, -1, 1
7, 10, 0, -3, 3
8, 9, -2, -1, 3
9, 8, 0, -1, 1
10, 7, 2, -1, -1
11, 6, 0, 1, -1
12, 5, 0, -1, 1
13, 4, 2, -1, -1
14, 3, 2, -3, 1
15, 2, 0, -1, 1
16, 1, -2, 1, 1
17, 0, 0, 1, -1
0, 18, 0, 0, 0
1, 17, 2, 0, -2
2, 16, 2, -2, 0
